"lb_nom_abg","cd_poul","GS1","GS2","id","nom","prenom","numero_licence","ordre","libelle","distance_km","indemnite","couple","lb_catc","presence"
"PRM-P2","PRMPB","PDL0049024 - CLUB 24 - 2","PDL0049032 - CLUB 32 - 2","ID 102","NOM 96","Prénom 91","LIC 102",2,"Arbitre","(64,00Km)","78.64","NON","Seniors","P"
"PRM-P2","PRMPB","PDL0049024 - CLUB 24 - 2","PDL0049032 - CLUB 32 - 2","ID 592","NOM 277","Prénom 364","LIC 592",1,"Chronometreur","","","NON","Seniors","P"
"PRM-P2","PRMPB","PDL0049024 - CLUB 24 - 2","PDL0049032 - CLUB 32 - 2","ID 92","NOM 89","Prénom 84","LIC 92",3,"Arbitre","(52,00Km)","69.52","NON","Seniors","R"
"PRM-P2","PRMPB","PDL0049024 - CLUB 24 - 2","PDL0049032 - CLUB 32 - 2","ID 113","NOM 106","Prénom 62","LIC 113",1,"Marqueur","","","NON","Seniors","P"
"DMU11-4-P2-P2","D4F","PDL0049024 - CLUB 24 - 5","PDL0049079 - CLUB 79 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU20-3-P2","D3B","PDL0049025 - CLUB 25 - ","PDL0049045 - CLUB 45 - 2","ID 585","NOM 338","Prénom 324","LIC 585",1,"Arbitre","","","NON","U20","P"
"16CHAF","A","PDL0049074 - CLUB 74 - ","PDL0049086 - CLUB 86 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DF4-P2","DF4HC","PDL0049074 - CLUB 74 - ","PDL0049017 - CLUB 17 - ","ID 329","NOM 45","Prénom 98","LIC 329",1,"Arbitre","","","NON","Seniors","P"
"32CHAM","A","PDL0049074 - CLUB 74 - 2","PDL0049049 - CLUB 49 - 3","ID 687","NOM 113","Prénom 94","LIC 687",1,"Marqueur","","","NON","Seniors","P"
"32CHAM","A","PDL0049074 - CLUB 74 - 2","PDL0049049 - CLUB 49 - 3","ID 329","NOM 45","Prénom 98","LIC 329",1,"Arbitre","","","NON","Seniors","P"
"DMU15-3-P2","D3A","PDL0049095 - CLUB 95 - 1","PDL0049029 - CLUB 29 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU11-3","D3H","PDL0049095 - CLUB 95 - 2","PDL0049047 - CLUB 47 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU9-2-P2","D2F","PDL0049026 - CLUB 26 - 1","PDL0049030 - CLUB 30 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU15-3-P2","D3B","PDL0049027 - CLUB 27 - ","PDL0049016 - CLUB 16 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU15-2-P2","D2B","PDL0049027 - CLUB 27 - 1","PDL0049068 - CLUB 68 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU15-4-P2","D4A","PDL0049027 - CLUB 27 - 2","PDL0049001 - CLUB 1 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"16CHAM","A","PDL0049027 - CLUB 27 - 2","PDL0049048 - CLUB 48 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU9-3-P2-P2","D3F","PDL0049090 - CLUB 90 - ","PDL0049028 - CLUB 28 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-4-P2-P2","D4A","PDL0049028 - CLUB 28 - 2","PDL0049033 - CLUB 33 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMVE","A","PDL0049091 - CLUB 91 - ","PDL0049066 - CLUB 66 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Vétérans",""
"DFU13-P2","D1B","PDL0049030 - CLUB 30 - 1","PDL0049064 - CLUB 64 - 1","ID ","NOM 9","Prénom 9","LIC 9",1,"Observateur Arb","","","NON","U13",""
"DFU13-P2","D1B","PDL0049030 - CLUB 30 - 1","PDL0049064 - CLUB 64 - 1","ID 832","NOM 9","Prénom 9","LIC 832",1,"Arbitre","","","NON","U13",""
"DFU13-P2","D1B","PDL0049030 - CLUB 30 - 1","PDL0049064 - CLUB 64 - 1","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","U13",""
"DMU15","D1A","PDL0049030 - CLUB 30 - 3","PDL0049054 - CLUB 54 - 1","ID 1134","NOM 9","Prénom 9","LIC 1134",1,"Arbitre","","","NON","U15","P"
"DMU15","D1A","PDL0049030 - CLUB 30 - 3","PDL0049054 - CLUB 54 - 1","ID 1135","NOM 9","Prénom 9","LIC 1135",2,"Arbitre","","","NON","U15","P"
"DFU9-2-P2","D2F","PDL0049032 - CLUB 32 - 1","PDL0049028 - CLUB 28 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU13-4-P2","D4F","PDL0049075 - CLUB 75 - ","PDL0049007 - CLUB 7 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU11-P2","D1B","PDL0049075 - CLUB 75 - 1","PDL0049030 - CLUB 30 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU9-2-P2-P2","D2F","PDL0049038 - CLUB 38 - 1","PDL0049013 - CLUB 13 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU11-P2","D1C","PDL0049038 - CLUB 38 - 1","PDL0049054 - CLUB 54 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU13-4-P2","D4F","PDL0049038 - CLUB 38 - 3","PDL0049084 - CLUB 84 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU18-P2","D1B","PDL0049039 - CLUB 39 - 2","PDL0049030 - CLUB 30 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"DFU18-4","D4B","PDL0049040 - CLUB 40 - ","PDL0049003 - CLUB 3 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"DFU9-4","D4B","PDL0049040 - CLUB 40 - ","PDL0049056 - CLUB 56 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DM2","DM 2B","PDL0049041 - CLUB 41 - 2","PDL0049009 - CLUB 9 - 2","ID 713","NOM 544","Prénom 409","LIC 713",1,"Arbitre","","","NON","Seniors","P"
"DM2","DM 2B","PDL0049041 - CLUB 41 - 2","PDL0049009 - CLUB 9 - 2","ID 147","NOM 135","Prénom 126","LIC 147",1,"Marqueur","","","NON","Seniors","P"
"DM2","DM 2B","PDL0049041 - CLUB 41 - 2","PDL0049009 - CLUB 9 - 2","ID 148","NOM 136","Prénom 127","LIC 148",1,"Chronometreur","","","NON","Seniors","P"
"DFVE-2","B","PDL0049043 - CLUB 43 - ","PDL0049075 - CLUB 75 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Vétérans",""
"PRF-P2","PRFPB","PDL0049043 - CLUB 43 - ","PDL0049098 - CLUB 98 - ","ID 112","NOM 105","Prénom 100","LIC 112",1,"Arbitre","(51,00Km)","68.76","NON","Seniors","P"
"PRF-P2","PRFPB","PDL0049043 - CLUB 43 - ","PDL0049098 - CLUB 98 - ","ID 1136","NOM 802","Prénom 439","LIC 1136",1,"Délégué de club","","","NON","Seniors","P"
"PRF-P2","PRFPB","PDL0049043 - CLUB 43 - ","PDL0049098 - CLUB 98 - ","ID 1137","NOM 698","Prénom 21","LIC 1137",1,"Marqueur","","","NON","Seniors","P"
"PRF-P2","PRFPB","PDL0049043 - CLUB 43 - ","PDL0049098 - CLUB 98 - ","ID 1138","NOM 803","Prénom 534","LIC 1138",1,"Aide marqueur","","","NON","Seniors","P"
"PRF-P2","PRFPB","PDL0049043 - CLUB 43 - ","PDL0049098 - CLUB 98 - ","ID 798","NOM 602","Prénom 317","LIC 798",2,"Arbitre","(24,00Km)","48.24","NON","Seniors","P"
"PRF-P2","PRFPB","PDL0049043 - CLUB 43 - ","PDL0049098 - CLUB 98 - ","ID 1139","NOM 588","Prénom 294","LIC 1139",1,"Chronometreur","","","NON","Seniors","P"
"DMU17-4-P2","D4C","PDL0049043 - CLUB 43 - 2","PDL0049038 - CLUB 38 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU17-3","D3A","PDL0049045 - CLUB 45 - ","PDL0049019 - CLUB 19 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU17-2-P2","D2B","PDL0049045 - CLUB 45 - ","PDL0049020 - CLUB 20 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"32CAM","A","PDL0049046 - CLUB 46 - 1","PDL0049012 - CLUB 12 - 1","ID 547","NOM 430","Prénom 342","LIC 547",3,"Arbitre","(41,00Km)","59.52","NON","Seniors","R"
"32CAM","A","PDL0049046 - CLUB 46 - 1","PDL0049012 - CLUB 12 - 1","ID 102","NOM 96","Prénom 91","LIC 102",1,"Arbitre","(39,00Km)","58.08","NON","Seniors","P"
"32CAM","A","PDL0049046 - CLUB 46 - 1","PDL0049012 - CLUB 12 - 1","ID 498","NOM 394","Prénom 322","LIC 498",1,"Chronometreur","","","NON","Seniors","P"
"32CAM","A","PDL0049046 - CLUB 46 - 1","PDL0049012 - CLUB 12 - 1","ID 342","NOM 279","Prénom 252","LIC 342",2,"Arbitre","(55,00Km)","71.8","NON","Seniors","P"
"DFU15-P2","D1B","PDL0049046 - CLUB 46 - 1","PDL0049073 - CLUB 73 - ","ID 237","NOM 203","Prénom 190","LIC 237",1,"Arbitre","(32,00Km)","48.32","NON","U15","P"
"DFU15-P2","D1B","PDL0049046 - CLUB 46 - 1","PDL0049073 - CLUB 73 - ","ID 973","NOM 203","Prénom 193","LIC 973",2,"Arbitre","(32,00Km)","48.32","NON","U15","P"
"DFU13-2-P2","D2B","PDL0049046 - CLUB 46 - 1","PDL0049065 - CLUB 65 - 1","ID 672","NOM 80","Prénom 395","LIC 672",1,"Arbitre","","","NON","U13","P"
"DFU13-3-P2","D3A","PDL0049048 - CLUB 48 - ","PDL0049045 - CLUB 45 - ","ID 955","NOM 705","Prénom 488","LIC 955",1,"Arbitre","","","NON","U13","P"
"DFU13-3-P2","D3A","PDL0049048 - CLUB 48 - ","PDL0049045 - CLUB 45 - ","ID 956","NOM 706","Prénom 71","LIC 956",2,"Arbitre","","","NON","U13","P"
"DM5-P2","DM5HA","PDL0049048 - CLUB 48 - ","PDL0049050 - CLUB 50 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DFU15-3","D4D","PDL0049048 - CLUB 48 - ","PDL0049082 - CLUB 82 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU11-2-P2-P2","D2B","PDL0049048 - CLUB 48 - 2","PDL0049001 - CLUB 1 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU11-4-P2","D4A","PDL0049048 - CLUB 48 - 2","PDL0049006 - CLUB 6 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU18-3","D3B","PDL0049049 - CLUB 49 - ","PDL0049086 - CLUB 86 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"PRF","PRF B","PDL0049049 - CLUB 49 - 1","PDL0049098 - CLUB 98 - ","ID 72","NOM 70","Prénom 53","LIC 72",1,"Arbitre","(21,00Km)","45.96","NON","Seniors","P"
"PRF","PRF B","PDL0049049 - CLUB 49 - 1","PDL0049098 - CLUB 98 - ","ID 504","NOM 294","Prénom 102","LIC 504",1,"Chronometreur","","","NON","Seniors","P"
"PRF","PRF B","PDL0049049 - CLUB 49 - 1","PDL0049098 - CLUB 98 - ","ID 328","NOM 267","Prénom 26","LIC 328",2,"Arbitre","(24,00Km)","48.24","NON","Seniors","P"
"DMU17-P2-P2","ELITE","PDL0049050 - CLUB 50 - 1","PDL0049015 - CLUB 15 - 1","ID 179","NOM 161","Prénom 150","LIC 179",1,"Marqueur","","","NON","U17","P"
"DFU15-4-P2","D4A","PDL0049050 - CLUB 50 - 1","PDL0049042 - CLUB 42 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DM5","DM 5F","PDL0049050 - CLUB 50 - 4","PDL0049096 - CLUB 96 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU9-3-P2","D3F","PDL0049052 - CLUB 52 - ","PDL0049007 - CLUB 7 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU17-3-P2","D3B","PDL0049078 - CLUB 78 - ","PDL0049004 - CLUB 4 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DFU15-2-P2","D2C","PDL0049084 - CLUB 84 - 2","PDL0049026 - CLUB 26 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU20","D1B","PDL0049079 - CLUB 79 - ","PDL0049023 - CLUB 23 - ","ID ","NOM 9","Prénom 9","LIC 9",1,"Arbitre","","","NON","U20","A"
"DMU20","D1B","PDL0049079 - CLUB 79 - ","PDL0049023 - CLUB 23 - ","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","U20","A"
"DMU15-4","D4C","PDL0049079 - CLUB 79 - ","PDL0049044 - CLUB 44 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DM4-P2","DM4BA","PDL0049098 - CLUB 98 - 2","PDL0049049 - CLUB 49 - 5","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU9-2-P2-P2","D2B","PDL0049054 - CLUB 54 - 2","PDL0049032 - CLUB 32 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFVE","A","PDL0049055 - CLUB 55 - 1","PDL0049003 - CLUB 3 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Vétérans",""
"DMU13-2","D2A","PDL0049056 - CLUB 56 - ","PDL0049065 - CLUB 65 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DF2-P2","DF2PH","PDL0049056 - CLUB 56 - 2","PDL0049084 - CLUB 84 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","Seniors",""
"DMU20-3","D3B","PDL0049058 - CLUB 58 - ","PDL0049017 - CLUB 17 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U20",""
"16CAM","A","PDL0049058 - CLUB 58 - 2","PDL0049007 - CLUB 7 - 2","ID 114","NOM 107","Prénom 101","LIC 114",2,"Arbitre","(22,00Km)","46.72","NON","Seniors","P"
"16CAM","A","PDL0049058 - CLUB 58 - 2","PDL0049007 - CLUB 7 - 2","ID 64","NOM 63","Prénom 62","LIC 64",1,"Arbitre","(74,00Km)","86.24","NON","Seniors","P"
"DMU9","D1C","PDL0049059 - CLUB 59 - 1","PDL0049026 - CLUB 26 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU13","D1A","PDL0049061 - CLUB 61 - ","PDL0049022 - CLUB 22 - 1","ID 34","NOM 33","Prénom 33","LIC 34",1,"Arbitre","(18,00Km)","37.68","NON","U13","P"
"DFU13","D1A","PDL0049061 - CLUB 61 - ","PDL0049022 - CLUB 22 - 1","ID 889","NOM 183","Prénom 116","LIC 889",2,"Arbitre","(19,00Km)","38.44","NON","U13","P"
"DMU17-P2","D1D","PDL0049061 - CLUB 61 - 1","PDL0049015 - CLUB 15 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U17",""
"DMU15-P2-P2","ELITE","PDL0049061 - CLUB 61 - 1","PDL0049024 - CLUB 24 - 1","ID 436","NOM 352","Prénom 30","LIC 436",1,"Arbitre","(17,00Km)","36.92","NON","U15","P"
"DMU15-P2-P2","ELITE","PDL0049061 - CLUB 61 - 1","PDL0049024 - CLUB 24 - 1","ID 171","NOM 154","Prénom 31","LIC 171",2,"Arbitre","(30,00Km)","46.8","NON","U15","P"
"DMU11-2-P2-P2","D2F","PDL0049061 - CLUB 61 - 2","PDL0049013 - CLUB 13 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU13-3-P2","D3F","PDL0049061 - CLUB 61 - 3","PDL0049024 - CLUB 24 - 1","ID 932","NOM 697","Prénom 184","LIC 932",1,"Arbitre","","","NON","U13","P"
"DFU15-2","D2C","PDL0049064 - CLUB 64 - ","PDL0049038 - CLUB 38 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU13-P2-P2","ELITE","PDL0049064 - CLUB 64 - 1","PDL0049061 - CLUB 61 - ","ID 642","NOM 73","Prénom 385","LIC 642",2,"Arbitre","","","NON","U13","P"
"DFU11-3-P2","D3F","PDL0049064 - CLUB 64 - 2","PDL0049044 - CLUB 44 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU11-4","D4H","PDL0049064 - CLUB 64 - 3","PDL0049053 - CLUB 53 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DMU13","D1A","PDL0049065 - CLUB 65 - 1","PDL0049022 - CLUB 22 - 1","ID 29","NOM 28","Prénom 11","LIC 29",1,"Marqueur","","","NON","U13","P"
"DMU13","D1A","PDL0049065 - CLUB 65 - 1","PDL0049022 - CLUB 22 - 1","ID 406","NOM 326","Prénom 285","LIC 406",1,"Arbitre","(10,00Km)","31.6","NON","U13","P"
"DMU13","D1A","PDL0049065 - CLUB 65 - 1","PDL0049022 - CLUB 22 - 1","ID 1140","NOM 4","Prénom 535","LIC 1140",2,"Arbitre","(26,00Km)","43.76","NON","U13","P"
"DMU11-3-P2","D3F","PDL0049094 - CLUB 94 - ","PDL0049050 - CLUB 50 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU18-2","D2C","PDL0049094 - CLUB 94 - ","PDL0049054 - CLUB 54 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"DFU11-3","D3H","PDL0049094 - CLUB 94 - ","PDL0049069 - CLUB 69 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DF3","DF 3B","PDL0049066 - CLUB 66 - ","PDL0049002 - CLUB 2 - 3","ID 221","NOM 190","Prénom 49","LIC 221",2,"Arbitre","","","NON","Seniors","P"
"DMU9-2","D2C","PDL0049067 - CLUB 67 - 1","PDL0049010 - CLUB 10 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU11-2","D2A","PDL0049068 - CLUB 68 - 1","PDL0049020 - CLUB 20 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU18-P2-P2","D1B","PDL0049068 - CLUB 68 - 1","PDL0049052 - CLUB 52 - ","ID 204","NOM 177","Prénom 167","LIC 204",1,"Arbitre","(12,00Km)","33.12","NON","U18","P"
"DFU18-P2-P2","D1B","PDL0049068 - CLUB 68 - 1","PDL0049052 - CLUB 52 - ","ID 345","NOM 131","Prénom 457","LIC 345",2,"Arbitre","(53,00Km)","64.28","NON","U18","P"
"1/16CHALU15M","A","PDL0049082 - CLUB 82 - ","PDL0049010 - CLUB 10 - ","ID 1141","NOM 804","Prénom 276","LIC 1141",1,"Marqueur","","","NON","U15","P"
"1/16CHALU15M","A","PDL0049082 - CLUB 82 - ","PDL0049010 - CLUB 10 - ","ID 543","NOM 336","Prénom 156","LIC 543",2,"Arbitre","","","NON","U15","P"
"1/16CHALU15M","A","PDL0049082 - CLUB 82 - ","PDL0049010 - CLUB 10 - ","ID 545","NOM 428","Prénom 109","LIC 545",1,"Chronometreur","","","NON","U15","P"
"1/16CHALU15M","A","PDL0049082 - CLUB 82 - ","PDL0049010 - CLUB 10 - ","ID 546","NOM 429","Prénom 338","LIC 546",1,"Arbitre","","","NON","U15","P"
"DFU13-4","D4A","PDL0049082 - CLUB 82 - ","PDL0049036 - CLUB 36 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU9-3","D3H","PDL0049070 - CLUB 70 - ","PDL0049024 - CLUB 24 - 4","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU15-4","D4C","PDL0049070 - CLUB 70 - 2","PDL0049088 - CLUB 88 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DFU9-4","D4B","PDL0049001 - CLUB 1 - ","PDL0049059 - CLUB 59 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU11-2","D2B","PDL0049003 - CLUB 3 - ","PDL0049039 - CLUB 39 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DM4","DM 4A","PDL0049003 - CLUB 3 - 3","PDL0049001 - CLUB 1 - 3","ID 14","NOM 14","Prénom 14","LIC 14",1,"Arbitre","","","NON","Seniors","P"
"DMU20-P2","D1A","PDL0049004 - CLUB 4 - ","PDL0049073 - CLUB 73 - ","ID 259","NOM 19","Prénom 134","LIC 259",1,"Marqueur","","","NON","U20","P"
"DMU20-P2","D1A","PDL0049004 - CLUB 4 - ","PDL0049073 - CLUB 73 - ","ID 433","NOM 349","Prénom 292","LIC 433",1,"Arbitre","","","NON","U20","P"
"DMU20-3","D3B","PDL0049006 - CLUB 6 - ","PDL0049045 - CLUB 45 - 2","ID 1142","NOM 157","Prénom 536","LIC 1142",1,"Arbitre","","","NON","U20","P"
"32CHAF","A","PDL0049006 - CLUB 6 - ","PDL0049096 - CLUB 96 - 2","ID 753","NOM 30","Prénom 421","LIC 753",2,"Arbitre","","","NON","Seniors","P"
"32CHAF","A","PDL0049006 - CLUB 6 - ","PDL0049096 - CLUB 96 - 2","ID 31","NOM 30","Prénom 30","LIC 31",3,"Arbitre","","","NON","Seniors","P"
"32CHAF","A","PDL0049006 - CLUB 6 - ","PDL0049096 - CLUB 96 - 2","ID 658","NOM 505","Prénom 193","LIC 658",1,"Arbitre","","","NON","Seniors","P"
"DFU18-2-P2","D2C","PDL0049006 - CLUB 6 - 1","PDL0049039 - CLUB 39 - 3","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"DFU11-4-P2-P2","D4A","PDL0049006 - CLUB 6 - 2","PDL0049055 - CLUB 55 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU13","D1A","PDL0049007 - CLUB 7 - 1","PDL0049002 - CLUB 2 - 2","ID 368","NOM 299","Prénom 266","LIC 368",2,"Arbitre","(21,00Km)","39.96","NON","U13","P"
"DFU13","D1A","PDL0049007 - CLUB 7 - 1","PDL0049002 - CLUB 2 - 2","ID 51","NOM 50","Prénom 49","LIC 51",1,"Arbitre","(19,00Km)","38.44","NON","U13","P"
"DMU13-P2-P2","D1A","PDL0049007 - CLUB 7 - 1","PDL0049012 - CLUB 12 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU9-2","D2D","PDL0049007 - CLUB 7 - 1","PDL0049024 - CLUB 24 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DMU9-2-P2-P2","D2B","PDL0049007 - CLUB 7 - 2","PDL0049084 - CLUB 84 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU11-2","D2B","PDL0049008 - CLUB 8 - ","PDL0049065 - CLUB 65 - 1","ID 813","NOM 612","Prénom 439","LIC 813",1,"Arbitre","","","NON","U11","P"
"DFU11-2","D2B","PDL0049008 - CLUB 8 - ","PDL0049065 - CLUB 65 - 1","ID 447","NOM 278","Prénom 47","LIC 447",1,"Arbitre","","","NON","U11","P"
"DFU13-P2-P2","D1A","PDL0049010 - CLUB 10 - 1","PDL0049007 - CLUB 7 - 1","ID ","NOM 9","Prénom 9","LIC 9",1,"Observateur Arb","","","NON","U13",""
"DFU13-P2-P2","D1A","PDL0049010 - CLUB 10 - 1","PDL0049007 - CLUB 7 - 1","ID 755","NOM 9","Prénom 9","LIC 755",1,"Arbitre","","","NON","U13","P"
"DFU13-P2-P2","D1A","PDL0049010 - CLUB 10 - 1","PDL0049007 - CLUB 7 - 1","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","U13","A"
"DFU13-P2-P2","D1A","PDL0049010 - CLUB 10 - 1","PDL0049007 - CLUB 7 - 1","ID 453","NOM 364","Prénom 162","LIC 453",1,"Chronometreur","","","NON","U13","P"
"PRM","PRM B","PDL0049010 - CLUB 10 - 1","PDL0049015 - CLUB 15 - 2","ID 102","NOM 96","Prénom 91","LIC 102",2,"Arbitre","(18,00Km)","43.68","NON","Seniors","P"
"PRM","PRM B","PDL0049010 - CLUB 10 - 1","PDL0049015 - CLUB 15 - 2","ID 64","NOM 63","Prénom 62","LIC 64",1,"Arbitre","(77,00Km)","88.52","NON","Seniors","P"
"DFU13-P2","D1A","PDL0049010 - CLUB 10 - 1","PDL0049036 - CLUB 36 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DFU9-2-P2-P2","D2F","PDL0049011 - CLUB 11 - 1","PDL0049034 - CLUB 34 - 1","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U9",""
"DFU18","D1B","PDL0049011 - CLUB 11 - 1","PDL0049038 - CLUB 38 - ","ID 458","NOM 9","Prénom 9","LIC 458",1,"Arbitre","","","NON","U18","P"
"DFU18","D1B","PDL0049011 - CLUB 11 - 1","PDL0049038 - CLUB 38 - ","ID ","NOM 9","Prénom 9","LIC 9",2,"Arbitre","","","NON","U18","A"
"DMU15-4","D4C","PDL0049011 - CLUB 11 - 2","PDL0049018 - CLUB 18 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U15",""
"DMU11-4","D4I","PDL0049011 - CLUB 11 - 3","PDL0049079 - CLUB 79 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U11",""
"DFU18-2","D2C","PDL0049012 - CLUB 12 - ","PDL0049064 - CLUB 64 - ","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U18",""
"DMU13-P2","D1A","PDL0049012 - CLUB 12 - 1","PDL0049050 - CLUB 50 - 1","ID 294","NOM 223","Prénom 50","LIC 294",1,"Arbitre","","","NON","U13","P"
"DF2","DF 2C","PDL0049012 - CLUB 12 - 1","PDL0049070 - CLUB 70 - 1","ID 1143","NOM 761","Prénom 189","LIC 1143",1,"Marqueur","","","NON","Seniors","P"
"DMU13-3","D3F","PDL0049012 - CLUB 12 - 2","PDL0049007 - CLUB 7 - 2","ID ","NOM 9","Prénom 9","LIC 9",NA,"","","","NON","U13",""
"DMU17-P2-P2","D1A","PDL0049013 - CLUB 13 - ","PDL0049030 - CLUB 30 - 2","ID 51","NOM 50","Prénom 49","LIC 51",2,"Arbitre","(28,00Km)","45.28","NON","U17","A"
"DMU17-P2-P2","D1A","PDL0049013 - CLUB 13 - ","PDL0049030 - CLUB 30 - 2","ID 964","NOM 711","Prénom 384","LIC 964",1,"Arbitre","(11,00Km)","32.36","NON","U17","A"
"DFU11-3-P2-P2","D3F","PDL0049013 - CLUB 13 - ","PDL0049032 - CLUB 32 - 2","ID 1144","NOM 664","Prénom 537","LIC 1144",1,"Arbitre","","","NON","U11","P"
